"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"SE","FT","BI Developer","197000","USD","197000","US","0","US","M"
2023,"SE","FT","BI Developer","106000","USD","106000","US","0","US","M"
2023,"MI","FT","Data Analyst","116000","USD","116000","US","0","US","M"
2023,"MI","FT","Data Analyst","72000","USD","72000","US","0","US","M"
2023,"SE","FT","Analytics Engineer","207000","USD","207000","US","0","US","M"
2023,"SE","FT","Analytics Engineer","167000","USD","167000","US","0","US","M"
2023,"MI","FT","Data Analyst","120000","USD","120000","US","0","US","M"
2023,"MI","FT","Data Analyst","80000","USD","80000","US","0","US","M"
2023,"SE","FT","BI Developer","140000","USD","140000","US","100","US","M"
2023,"SE","FT","BI Developer","110000","USD","110000","US","100","US","M"
2023,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2023,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2023,"SE","FT","Data Analyst","240500","USD","240500","US","0","US","M"
2023,"SE","FT","Data Analyst","137500","USD","137500","US","0","US","M"
2022,"EN","PT","Data Analyst","24000","EUR","25216","ES","100","US","L"
2023,"SE","FT","Data Analyst","125000","USD","125000","US","0","US","M"
2023,"SE","FT","Data Analyst","85000","USD","85000","US","0","US","M"
2023,"SE","FT","Data Analyst","130000","USD","130000","US","100","US","M"
2023,"SE","FT","Data Analyst","80000","USD","80000","US","100","US","M"
2022,"MI","FT","Business Data Analyst","1440000","INR","18314","IN","50","IN","L"
2022,"SE","FT","Data Analytics Manager","133000","USD","133000","NL","0","NL","L"
2023,"SE","FT","Data Analyst","155000","USD","155000","US","100","US","M"
2023,"SE","FT","Data Analyst","64000","USD","64000","US","100","US","M"
2022,"MI","FT","Data Analyst","1125000","INR","14307","IN","100","IN","L"
2023,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2023,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2022,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2022,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"SE","FT","Data Analyst","149000","USD","149000","US","100","US","M"
2022,"SE","FT","Data Analyst","119000","USD","119000","US","100","US","M"
2022,"EN","FT","Product Data Analyst","100000","USD","100000","US","100","US","M"
2022,"MI","FT","Data Analyst","75000","USD","75000","US","100","US","M"
2022,"MI","FT","Data Analyst","60000","USD","60000","US","100","US","M"
2022,"SE","FT","Data Analyst","120000","USD","120000","US","0","US","M"
2022,"SE","FT","Data Analyst","95000","USD","95000","US","0","US","M"
2022,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2022,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"SE","FT","Data Analyst","115934","USD","115934","US","100","US","M"
2022,"SE","FT","Data Analyst","81666","USD","81666","US","100","US","M"
2022,"MI","FT","Analytics Engineer","122500","USD","122500","US","100","US","M"
2022,"MI","FT","Analytics Engineer","100000","USD","100000","US","100","US","M"
2022,"EN","FT","Data Analyst","55000","USD","55000","US","0","US","M"
2022,"EN","FT","Data Analyst","48000","USD","48000","US","0","US","M"
2022,"SE","FT","Data Analyst","127000","USD","127000","US","100","US","M"
2022,"SE","FT","Data Analyst","104000","USD","104000","US","100","US","M"
2022,"MI","FT","Data Analyst","102640","USD","102640","US","100","US","M"
2022,"MI","FT","Data Analyst","66100","USD","66100","US","100","US","M"
2022,"SE","FT","Data Analyst","150000","USD","150000","US","100","US","M"
2022,"SE","FT","Data Analyst","100000","USD","100000","US","100","US","M"
2022,"SE","FT","Data Analyst","115934","USD","115934","US","100","US","M"
2022,"SE","FT","Data Analyst","81666","USD","81666","US","100","US","M"
2022,"MI","FT","Data Analyst","350000","GBP","430967","GB","0","GB","M"
2022,"MI","FT","Data Analyst","45000","GBP","55410","GB","0","GB","M"
2022,"SE","FT","Data Analyst","48000","EUR","50432","ES","0","ES","M"
2022,"SE","FT","Data Analyst","38000","EUR","39925","ES","0","ES","M"
2022,"SE","FT","Data Analyst","169000","USD","169000","US","0","US","M"
2022,"SE","FT","Data Analyst","110600","USD","110600","US","0","US","M"
2022,"EN","FT","BI Data Analyst","58000","EUR","60938","DE","0","DE","L"
2022,"SE","FT","BI Developer","140000","USD","140000","US","100","US","M"
2022,"SE","FT","BI Developer","120000","USD","120000","US","100","US","M"
2022,"MI","FT","Data Analyst","75000","USD","75000","US","100","US","M"
2022,"MI","FT","Data Analyst","60000","USD","60000","US","100","US","M"
2022,"EN","FT","Data Analyst","50000","USD","50000","US","50","US","L"
2022,"SE","FT","Data Analyst","166700","USD","166700","US","0","US","M"
2022,"SE","FT","Data Analyst","119000","USD","119000","US","0","US","M"
2022,"MI","FT","Data Analyst","100000","USD","100000","US","100","US","M"
2022,"MI","FT","Data Analyst","65000","USD","65000","US","100","US","M"
2021,"MI","FT","Data Analyst","1250000","INR","16904","IN","50","IN","L"
2022,"EN","FT","Data Analyst","50000","USD","50000","US","50","US","L"
2022,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2022,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"SE","FT","Data Analyst","115934","USD","115934","US","100","US","M"
2022,"SE","FT","Data Analyst","81666","USD","81666","US","100","US","M"
2022,"SE","FT","Data Analyst","120000","USD","120000","US","0","US","M"
2022,"SE","FT","Data Analyst","95000","USD","95000","US","0","US","M"
2022,"SE","FT","Data Analyst","201000","USD","201000","US","100","US","M"
2022,"SE","FT","Data Analyst","89200","USD","89200","US","100","US","M"
2022,"SE","FT","Data Analyst","192500","USD","192500","US","100","US","M"
2022,"SE","FT","Data Analyst","140000","USD","140000","US","100","US","M"
2022,"SE","FT","Data Analyst","65000","USD","65000","US","100","US","M"
2022,"SE","FT","Data Analyst","55000","USD","55000","US","100","US","M"
2022,"SE","FT","Analytics Engineer","170000","USD","170000","US","100","US","M"
2022,"SE","FT","Analytics Engineer","125000","USD","125000","US","100","US","M"
2020,"MI","FT","Business Data Analyst","95000","USD","95000","US","0","US","M"
2021,"SE","FT","Data Analyst","115000","USD","115000","US","100","US","S"
2022,"SE","FT","Data Analyst","171000","USD","171000","US","100","AU","L"
2022,"EN","FT","Data Analytics Engineer","13000","USD","13000","AR","100","AR","S"
2022,"EN","FL","Data Analytics Consultant","50000","USD","50000","BE","100","US","S"
2022,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2022,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"MI","FT","Data Analyst","165000","USD","165000","US","0","US","M"
2022,"MI","FT","Data Analyst","124000","USD","124000","US","0","US","M"
2022,"SE","FT","Data Analyst","169000","USD","169000","US","0","US","M"
2022,"SE","FT","Data Analyst","110600","USD","110600","US","0","US","M"
2022,"SE","FT","Data Analyst","116000","USD","116000","US","100","US","M"
2022,"SE","FT","Data Analyst","96000","USD","96000","US","100","US","M"
2022,"SE","FT","Data Analyst","75000","GBP","92350","GB","0","GB","M"
2022,"SE","FT","Data Analyst","57000","GBP","70186","GB","0","GB","M"
2022,"SE","FT","Data Analyst","105000","USD","105000","US","0","US","M"
2022,"SE","FT","Data Analyst","70000","USD","70000","US","0","US","M"
2022,"SE","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"SE","FT","Data Analyst","70000","USD","70000","US","0","US","M"
2022,"SE","FT","Data Analyst","130000","USD","130000","US","0","US","M"
2022,"SE","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"MI","FT","Data Analyst","160000","USD","160000","US","0","US","M"
2022,"MI","FT","Data Analyst","109000","USD","109000","US","0","US","M"
2022,"MI","FT","Data Analyst","206000","USD","206000","US","0","US","M"
2022,"MI","FT","Data Analyst","160000","USD","160000","US","0","US","M"
2022,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2022,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"SE","FT","Data Analyst","169000","USD","169000","US","0","US","M"
2022,"SE","FT","Data Analyst","110600","USD","110600","US","0","US","M"
2022,"MI","FT","Data Analyst","80000","USD","80000","US","100","US","L"
2022,"SE","FT","Analytics Engineer","135000","USD","135000","US","0","US","M"
2022,"SE","FT","Analytics Engineer","110000","USD","110000","US","0","US","M"
2022,"MI","FT","Data Analytics Manager","155000","USD","155000","US","0","US","M"
2022,"MI","FT","Data Analytics Manager","140000","USD","140000","US","0","US","M"
2022,"MI","FT","BI Data Analyst","100000","EUR","105066","FR","50","FR","M"
2022,"SE","FT","Data Analyst","130000","USD","130000","US","0","US","M"
2022,"SE","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"MI","FT","Analytics Engineer","85000","GBP","104663","GB","0","GB","M"
2022,"MI","FT","Analytics Engineer","60000","GBP","73880","GB","0","GB","M"
2022,"MI","FT","Data Analyst","165000","USD","165000","US","0","US","M"
2022,"MI","FT","Data Analyst","124000","USD","124000","US","0","US","M"
2022,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2022,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"MI","FT","Data Analyst","100000","USD","100000","CA","0","CA","M"
2022,"MI","FT","Data Analyst","65000","USD","65000","CA","0","CA","M"
2022,"SE","FT","Data Analyst","177000","USD","177000","US","0","US","M"
2022,"SE","FT","Data Analyst","131000","USD","131000","US","0","US","M"
2022,"SE","FT","Data Analyst","169000","USD","169000","US","0","US","M"
2022,"SE","FT","Data Analyst","110600","USD","110600","US","0","US","M"
2022,"SE","FT","Analytics Engineer","193750","USD","193750","US","100","US","M"
2022,"SE","FT","Analytics Engineer","116250","USD","116250","US","100","US","M"
2022,"SE","FT","Analytics Engineer","231250","USD","231250","US","100","US","M"
2022,"SE","FT","Analytics Engineer","138750","USD","138750","US","100","US","M"
2022,"SE","FT","Analytics Engineer","231250","USD","231250","US","100","US","M"
2022,"SE","FT","Analytics Engineer","138750","USD","138750","US","100","US","M"
2022,"MI","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2022,"MI","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"SE","FT","Data Analyst","110000","USD","110000","US","0","US","M"
2022,"SE","FT","Data Analyst","95000","USD","95000","US","0","US","M"
2022,"SE","FT","Data Analyst","169000","USD","169000","US","0","US","M"
2022,"SE","FT","Data Analyst","110600","USD","110600","US","0","US","M"
2022,"SE","FT","Data Analyst","115934","USD","115934","US","100","US","M"
2022,"SE","FT","Data Analyst","81666","USD","81666","US","100","US","M"
2022,"EN","PT","BI Analyst","12000","USD","12000","MX","100","US","L"
2022,"SE","FT","Data Analyst","154560","USD","154560","US","0","US","M"
2022,"SE","FT","Data Analyst","123648","USD","123648","US","0","US","M"
2022,"SE","FT","Data Analyst","130000","USD","130000","US","0","US","M"
2022,"SE","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"SE","FT","Data Analyst","130000","USD","130000","US","0","US","M"
2022,"SE","FT","Data Analyst","105000","USD","105000","US","0","US","M"
2022,"MI","FT","Data Analyst","206000","USD","206000","US","0","US","M"
2022,"MI","FT","Data Analyst","160000","USD","160000","US","0","US","M"
2022,"MI","FT","Data Analyst","109000","USD","109000","US","0","US","M"
2022,"MI","FT","Data Analyst","79000","USD","79000","US","0","US","M"
2022,"MI","FT","Data Analyst","160000","USD","160000","US","0","US","M"
2022,"MI","FT","Data Analyst","109000","USD","109000","US","0","US","M"
2022,"SE","FT","Data Analyst","127000","USD","127000","US","100","US","M"
2022,"SE","FT","Data Analyst","110000","USD","110000","US","100","US","M"
2022,"SE","FT","Data Analyst","169000","USD","169000","US","0","US","M"
2022,"SE","FT","Data Analyst","110600","USD","110600","US","0","US","M"
2022,"MI","FT","Data Analyst","150000","USD","150000","US","100","US","M"
2022,"MI","FT","Data Analyst","100000","USD","100000","US","100","US","M"
2022,"SE","FT","Data Analyst","120000","USD","120000","US","0","US","M"
2022,"SE","FT","Data Analyst","95000","USD","95000","US","0","US","M"
2022,"EN","FT","Data Analyst","64000","USD","64000","US","100","US","L"
2022,"SE","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2022,"SE","FT","Data Analyst","127000","USD","127000","US","0","US","M"
2022,"EN","FT","BI Analyst","76000","USD","76000","US","50","US","L"
2022,"SE","FT","Data Analyst","166700","USD","166700","US","0","US","M"
2022,"SE","FT","Data Analyst","119000","USD","119000","US","0","US","M"
2022,"SE","FT","Data Analyst","130000","USD","130000","US","0","US","M"
2022,"SE","FT","Data Analyst","100000","USD","100000","US","0","US","M"
2022,"SE","FT","Analytics Engineer","84000","GBP","103432","GB","0","GB","M"
2022,"SE","FT","Analytics Engineer","75000","GBP","92350","GB","0","GB","M"
2022,"SE","FT","Data Analyst","80000","USD","80000","US","0","US","M"
2022,"SE","FT","Data Analyst","52500","USD","52500","US","0","US","M"
2022,"SE","FT","Data Analyst","135000","USD","135000","US","100","US","M"
2022,"SE","FT","Data Analyst","100000","USD","100000","US","100","US","M"
2022,"EN","PT","Data Analyst","125404","USD","125404","CN","50","US","S"
2022,"SE","FT","Data Operations Analyst","123000","USD","123000","US","0","US","M"
2022,"SE","FT","Data Operations Analyst","92250","USD","92250","US","0","US","M"
2022,"EX","FT","Analytics Engineer","210000","USD","210000","US","100","US","M"
2022,"EX","FT","Analytics Engineer","157000","USD","157000","US","100","US","M"
2022,"MI","FT","Data Analyst","80000","USD","80000","US","0","US","M"
2022,"MI","FT","Data Analyst","52500","USD","52500","US","0","US","M"
2022,"SE","FT","Data Analyst","48000","EUR","50432","ES","0","ES","M"
2022,"SE","FT","Data Analyst","35000","EUR","36773","ES","0","ES","M"
2022,"MI","FT","Analytics Engineer","78000","USD","78000","BR","100","BR","M"
2022,"MI","FT","Analytics Engineer","48000","USD","48000","BR","100","BR","M"
2022,"SE","FT","Data Analyst","150000","USD","150000","US","0","US","M"
2022,"SE","FT","Data Analyst","95000","USD","95000","US","0","US","M"
2022,"MI","FT","BI Analyst","78000","USD","78000","BR","100","BR","M"
2022,"MI","FT","BI Analyst","48000","USD","48000","BR","100","BR","M"
2022,"SE","FT","Data Analyst","175950","USD","175950","US","100","US","M"
2022,"SE","FT","Data Analyst","130050","USD","130050","US","100","US","M"
2022,"SE","FT","Data Analyst","236600","USD","236600","US","100","US","M"
2022,"SE","FT","Data Analyst","89200","USD","89200","US","100","US","M"
2022,"SE","FT","Marketing Data Analyst","200000","USD","200000","GB","100","GB","S"
2022,"SE","FT","Data Analyst","169000","USD","169000","US","0","US","M"
2022,"SE","FT","Data Analyst","110600","USD","110600","US","0","US","M"
2021,"EN","FT","Power BI Developer","400000","INR","5409","IN","50","IN","L"
2022,"MI","FT","Data Analyst","85000","USD","85000","US","0","US","M"
2022,"MI","FT","Data Analyst","65000","USD","65000","US","0","US","M"
2022,"SE","FT","Data Analyst","169000","USD","169000","US","0","US","M"
2022,"SE","FT","Data Analyst","110600","USD","110600","US","0","US","M"
2022,"SE","FT","Analytics Engineer","150000","USD","150000","US","0","US","M"
2022,"SE","FT","Analytics Engineer","120000","USD","120000","US","0","US","M"
2022,"SE","FT","Data Analyst","139600","USD","139600","US","0","US","M"
2022,"SE","FT","Data Analyst","85700","USD","85700","US","0","US","M"
2022,"SE","FT","Data Analyst","115000","USD","115000","US","100","US","M"
2022,"SE","FT","Data Analyst","95000","USD","95000","US","100","US","M"
2022,"MI","FT","Data Analyst","105000","USD","105000","US","0","US","M"
2022,"MI","FT","Data Analyst","62000","USD","62000","US","0","US","M"
2022,"EN","FT","BI Data Analyst","57000","USD","57000","US","100","US","L"
2022,"SE","FT","Data Analyst","115934","USD","115934","US","100","US","M"
2022,"SE","FT","Data Analyst","81666","USD","81666","US","100","US","M"
2022,"SE","FT","Data Analyst","48000","EUR","50432","ES","0","ES","M"
2022,"SE","FT","Data Analyst","35000","EUR","36773","ES","0","ES","M"
2022,"SE","FT","BI Analyst","200000","USD","200000","NG","100","NG","S"
2022,"SE","CT","Data Analyst","90000","USD","90000","US","100","US","M"
2022,"MI","FT","Analytics Engineer","108000","USD","108000","US","100","US","M"
2022,"MI","FT","Analytics Engineer","85000","USD","85000","US","100","US","M"
2022,"SE","FT","Analytics Engineer","130000","USD","130000","US","100","US","M"
2022,"SE","FT","Analytics Engineer","110000","USD","110000","US","100","US","M"
2022,"MI","FT","BI Data Analyst","65000","AUD","45050","AU","50","AU","L"
2021,"EN","FT","Data Analyst","56000","AUD","42028","AU","50","AU","L"
2022,"MI","FT","Data Analytics Engineer","135000","USD","135000","US","100","US","L"
2022,"EN","FT","Data Analyst","20000","USD","20000","CR","50","US","M"
2022,"SE","FT","Data Analyst","99750","USD","99750","US","100","US","M"
2022,"SE","FT","Data Analyst","68400","USD","68400","US","100","US","M"
2022,"SE","FT","Analytics Engineer","130000","USD","130000","US","100","US","M"
2022,"SE","FT","Analytics Engineer","110000","USD","110000","US","100","US","M"
2022,"SE","FT","Data Analyst","110000","USD","110000","US","0","US","M"
2022,"SE","FT","Data Analyst","99000","USD","99000","US","0","US","M"
2022,"SE","FT","Data Analyst","48000","EUR","50432","ES","0","ES","M"
2022,"SE","FT","Data Analyst","35000","EUR","36773","ES","0","ES","M"
2022,"MI","FT","Business Data Analyst","150000","USD","150000","US","100","US","L"
2022,"SE","FT","Data Analyst","144000","USD","144000","US","100","US","M"
2022,"SE","FT","Data Analyst","113000","USD","113000","US","100","US","M"
2022,"EN","FT","BI Data Analyst","633000","INR","8050","IN","100","IN","M"
2022,"EN","FT","Business Data Analyst","50000","USD","50000","IN","100","AS","L"
2022,"SE","FT","Analytics Engineer","190000","USD","190000","US","100","US","M"
2022,"SE","FT","Analytics Engineer","140000","USD","140000","US","100","US","M"
2022,"SE","FT","Analytics Engineer","122500","USD","122500","US","100","US","M"
2022,"SE","FT","Analytics Engineer","100000","USD","100000","US","100","US","M"
2022,"EN","FT","Data Analyst","40300","BRL","7799","BR","100","BR","L"
2022,"MI","FT","Data Analyst","136000","USD","136000","US","100","US","M"
2022,"MI","FT","Data Analyst","112000","USD","112000","US","100","US","M"
2022,"MI","FT","Data Analyst","97500","USD","97500","US","100","US","L"
2022,"EN","FT","Data Analyst","500000","INR","6359","FR","100","IN","L"
2022,"SE","FT","Analytics Engineer","165000","USD","165000","US","100","US","M"
2022,"SE","FT","Analytics Engineer","140250","USD","140250","US","100","US","M"
2022,"MI","FT","Financial Data Analyst","75000","USD","75000","US","0","US","M"
2022,"SE","FT","Analytics Engineer","83376","GBP","102663","GB","100","GB","M"
2022,"SE","FT","Analytics Engineer","65004","GBP","80041","GB","100","GB","M"
2022,"SE","FT","Data Analyst","115000","USD","115000","US","0","US","L"
2022,"SE","FT","Data Operations Analyst","81000","USD","81000","US","100","US","M"
2022,"SE","FT","Data Operations Analyst","66000","USD","66000","US","100","US","M"
2022,"EN","FT","Data Analyst","46000","USD","46000","US","100","US","L"
2022,"SE","FT","Analytics Engineer","250000","USD","250000","US","0","US","M"
2022,"SE","FT","Analytics Engineer","63000","USD","63000","US","0","US","M"
2022,"MI","CT","Analytics Engineer","7500","USD","7500","BO","50","BO","M"
2022,"MI","FT","Data Analyst","113000","USD","113000","US","0","US","L"
2022,"MI","FT","Data Analytics Consultant","113000","USD","113000","US","100","US","L"
2022,"MI","FT","Product Data Analyst","140000","USD","140000","US","100","US","M"
2021,"SE","FT","Data Analyst","50000","USD","50000","PH","100","PH","S"
2022,"MI","FT","BI Data Analyst","77000","AUD","53368","AU","100","AU","M"
2022,"SE","FT","Analytics Engineer","250000","USD","250000","US","0","US","M"
2022,"SE","FT","Analytics Engineer","63000","USD","63000","US","0","US","M"
2022,"SE","FT","Analytics Engineer","245000","USD","245000","US","0","US","M"
2022,"SE","FT","Analytics Engineer","180000","USD","180000","US","0","US","M"
2022,"SE","FT","Analytics Engineer","203500","USD","203500","US","0","US","M"
2022,"SE","FT","Analytics Engineer","152000","USD","152000","US","0","US","M"
2022,"EN","FT","BI Data Analyst","32400","BRL","6270","BR","100","BR","L"
2022,"EX","FT","Analytics Engineer","200000","USD","200000","US","100","US","M"
2022,"EX","FT","Analytics Engineer","150000","USD","150000","US","100","US","M"
2022,"SE","FT","Data Analyst","216200","USD","216200","US","0","US","M"
2022,"SE","FT","Data Analyst","144100","USD","144100","US","0","US","M"
2022,"SE","FT","Analytics Engineer","170000","USD","170000","US","100","US","M"
2022,"SE","FT","Analytics Engineer","135000","USD","135000","US","100","US","M"
2022,"SE","FT","Data Analyst","117000","USD","117000","US","100","US","M"
2022,"SE","FT","Data Analyst","99450","USD","99450","US","100","US","M"
2022,"SE","FT","Data Analyst","70000","GBP","86193","GB","0","GB","M"
2022,"SE","FT","Data Analyst","50000","GBP","61566","GB","0","GB","M"
2022,"SE","FT","Data Analyst","175000","USD","175000","US","100","US","M"
2022,"SE","FT","Data Analyst","130000","USD","130000","US","100","US","M"
2022,"MI","FT","Data Analyst","450000","INR","5723","IN","100","IN","S"
2022,"MI","FT","BI Data Analyst","48000","EUR","50432","DE","100","DE","S"
2022,"EN","FT","Data Analyst","50000","USD","50000","AR","100","AR","L"
2022,"MI","FT","Data Analyst","216200","USD","216200","US","0","US","M"
2022,"MI","FT","Data Analyst","144100","USD","144100","US","0","US","M"
2022,"EN","FT","Data Analyst","150000","USD","150000","US","100","US","L"
2022,"SE","FT","Analytics Engineer","48000","USD","48000","AR","100","US","S"
2022,"EN","FT","Data Analyst","55000","USD","55000","US","100","US","S"
2022,"MI","FT","Data Analyst","130000","USD","130000","US","100","US","M"
2022,"MI","FT","Analytics Engineer","200000","USD","200000","US","0","US","M"
2022,"MI","FT","Analytics Engineer","54000","USD","54000","US","0","US","M"
2022,"EN","FT","Analytics Engineer","130000","USD","130000","US","50","US","L"
2022,"EN","FT","Data Analyst","27000","EUR","28368","FR","50","FR","M"
2022,"SE","FT","Data Analyst","128875","USD","128875","US","100","US","M"
2022,"SE","FT","Data Analyst","93700","USD","93700","US","100","US","M"
2022,"SE","FT","Data Analyst","136260","USD","136260","US","100","US","M"
2022,"SE","FT","Data Analyst","109280","USD","109280","US","100","US","M"
2022,"SE","FT","Data Analyst","117000","USD","117000","US","100","US","M"
2022,"SE","FT","Data Analyst","99450","USD","99450","US","100","US","M"
2022,"SE","FT","Business Data Analyst","100000","USD","100000","US","100","US","L"
2022,"MI","FT","Data Analyst","90000","SGD","65257","SG","50","SG","M"
2022,"SE","FT","Data Analyst","150075","USD","150075","US","100","US","M"
2022,"SE","FT","Data Analyst","110925","USD","110925","US","100","US","M"
2020,"EN","FT","Data Analyst","20000","EUR","22809","PT","100","PT","M"
2022,"EN","FT","Data Analyst","15000","USD","15000","ID","0","ID","L"
2022,"SE","FT","Data Analyst","112900","USD","112900","US","0","US","M"
2022,"SE","FT","Data Analyst","90320","USD","90320","US","0","US","M"
2022,"SE","FT","Data Analyst","112900","USD","112900","US","100","US","M"
2022,"SE","FT","Data Analyst","90320","USD","90320","US","100","US","M"
2022,"SE","FT","Data Analytics Manager","145000","USD","145000","US","100","US","M"
2022,"SE","FT","Data Analytics Manager","105400","USD","105400","US","100","US","M"
2022,"SE","FT","Data Analyst","115934","USD","115934","US","0","US","M"
2022,"SE","FT","Data Analyst","81666","USD","81666","US","0","US","M"
2022,"SE","FT","Data Analyst","164000","USD","164000","US","0","US","M"
2022,"SE","FT","Data Analyst","132000","USD","132000","US","0","US","M"
2022,"SE","FT","Data Analyst","128875","USD","128875","US","100","US","M"
2022,"SE","FT","Data Analyst","93700","USD","93700","US","100","US","M"
2022,"MI","FT","Data Analyst","40000","GBP","49253","GB","100","GB","M"
2022,"MI","FT","Data Analyst","30000","GBP","36940","GB","100","GB","M"
2022,"MI","FT","Data Analyst","40000","EUR","42026","ES","100","ES","M"
2022,"MI","FT","Data Analyst","30000","EUR","31520","ES","100","ES","M"
2022,"MI","FT","Data Analyst","40000","EUR","42026","GR","100","GR","M"
2022,"MI","FT","Data Analyst","30000","EUR","31520","GR","100","GR","M"
2022,"MI","FT","Data Analyst","58000","USD","58000","US","0","US","S"
2022,"MI","FT","Data Analyst","58000","USD","58000","US","0","US","S"
2022,"SE","FT","Data Analyst","124190","USD","124190","US","100","US","M"
2022,"SE","FT","Data Analyst","90320","USD","90320","US","100","US","M"
2022,"MI","FT","Data Analyst","126500","USD","126500","US","0","US","M"
2022,"MI","FT","Data Analyst","106260","USD","106260","US","0","US","M"
2022,"SE","FT","Data Analyst","116000","USD","116000","US","0","US","M"
2022,"SE","FT","Data Analyst","99000","USD","99000","US","0","US","M"
2022,"SE","FT","Data Analyst","155000","USD","155000","US","100","US","M"
2022,"SE","FT","Data Analyst","120600","USD","120600","US","100","US","M"
2022,"SE","FT","Data Analyst","102100","USD","102100","US","100","US","M"
2022,"SE","FT","Data Analyst","84900","USD","84900","US","100","US","M"
2022,"EX","FT","Data Analyst","130000","USD","130000","US","100","US","M"
2022,"EX","FT","Data Analyst","110000","USD","110000","US","100","US","M"
2022,"SE","FT","Data Analyst","170000","USD","170000","US","100","US","M"
2022,"SE","FT","Data Analyst","135000","USD","135000","US","100","US","M"
2022,"SE","FT","Data Analyst","130000","USD","130000","CA","100","CA","M"
2022,"SE","FT","Data Analyst","61300","USD","61300","CA","100","CA","M"
2022,"SE","FT","Data Analyst","130000","USD","130000","CA","100","CA","M"
2022,"SE","FT","Data Analyst","61300","USD","61300","CA","100","CA","M"
2022,"MI","FT","Data Analyst","167000","USD","167000","US","100","US","M"
2022,"MI","FT","Data Analyst","115500","USD","115500","US","100","US","M"
2022,"SE","FT","Data Analyst","112900","USD","112900","US","100","US","M"
2022,"SE","FT","Data Analyst","90320","USD","90320","US","100","US","M"
2022,"SE","FT","Data Analyst","112900","USD","112900","US","100","US","M"
2022,"SE","FT","Data Analyst","90320","USD","90320","US","100","US","M"
2022,"SE","FT","Data Analyst","136600","USD","136600","US","100","US","M"
2022,"SE","FT","Data Analyst","109280","USD","109280","US","100","US","M"
2022,"EX","FT","Analytics Engineer","175000","USD","175000","US","100","US","M"
2022,"EX","FT","Analytics Engineer","135000","USD","135000","US","100","US","M"
2022,"SE","FT","Analytics Engineer","205300","USD","205300","US","0","US","M"
2022,"SE","FT","Analytics Engineer","184700","USD","184700","US","0","US","M"
2022,"SE","FT","Data Analyst","116150","USD","116150","US","100","US","M"
2022,"SE","FT","Data Analyst","99050","USD","99050","US","100","US","M"
2022,"SE","FT","Data Analyst","112900","USD","112900","US","100","US","M"
2022,"SE","FT","Data Analyst","90320","USD","90320","US","100","US","M"
2022,"MI","FT","Data Analyst","85000","USD","85000","CA","0","CA","M"
2022,"MI","FT","Data Analyst","75000","USD","75000","CA","0","CA","M"
2022,"SE","FT","Data Analyst","115934","USD","115934","US","100","US","M"
2022,"SE","FT","Data Analyst","81666","USD","81666","US","100","US","M"
2022,"MI","FT","Data Analyst","50000","GBP","61566","GB","0","GB","M"
2022,"MI","FT","Data Analyst","35000","GBP","43096","GB","0","GB","M"
2022,"SE","FT","Data Analyst","80000","USD","80000","US","100","US","M"
2022,"SE","FT","Data Analyst","60000","USD","60000","US","100","US","M"
2022,"SE","FT","Data Analytics Manager","150260","USD","150260","US","100","US","M"
2022,"SE","FT","Data Analytics Manager","109280","USD","109280","US","100","US","M"
2022,"SE","FT","Data Analyst","170000","USD","170000","US","100","US","M"
2022,"SE","FT","Data Analyst","150000","USD","150000","US","100","US","M"
2022,"EN","FT","Data Analyst","67000","USD","67000","CA","0","CA","M"
2022,"EN","FT","Data Analyst","52000","USD","52000","CA","0","CA","M"
2022,"SE","FT","Data Analyst","129000","USD","129000","US","0","US","M"
2022,"SE","FT","Data Analyst","99000","USD","99000","US","0","US","M"
2022,"SE","FT","Data Analyst","100000","USD","100000","US","100","US","M"
